,city,latitude,longitude,timepoint,main_weather,feels_like,humidity,wind_speed,city_id
0,Mont Saint Michel,48.6359541,-1.511459954959514,1688839200,light rain,25.07,66,2.52,24
1,Mont Saint Michel,48.6359541,-1.511459954959514,1688850000,overcast clouds,20.07,86,2.12,24
2,Mont Saint Michel,48.6359541,-1.511459954959514,1688860800,overcast clouds,16.72,91,0.89,24
3,Mont Saint Michel,48.6359541,-1.511459954959514,1688871600,overcast clouds,16.21,90,0.62,24
4,Mont Saint Michel,48.6359541,-1.511459954959514,1688882400,overcast clouds,16.85,89,1.4,24
5,Mont Saint Michel,48.6359541,-1.511459954959514,1688893200,light rain,17.49,85,2.61,24
6,Mont Saint Michel,48.6359541,-1.511459954959514,1688904000,light rain,19.51,70,2.81,24
7,Mont Saint Michel,48.6359541,-1.511459954959514,1688914800,overcast clouds,23.14,54,2.81,24
8,Mont Saint Michel,48.6359541,-1.511459954959514,1688925600,overcast clouds,22.62,55,2.87,24
9,Mont Saint Michel,48.6359541,-1.511459954959514,1688936400,scattered clouds,16.03,83,2.91,24
10,Mont Saint Michel,48.6359541,-1.511459954959514,1688947200,scattered clouds,14.04,87,1.52,24
11,Mont Saint Michel,48.6359541,-1.511459954959514,1688958000,clear sky,13.31,91,2.17,24
12,Mont Saint Michel,48.6359541,-1.511459954959514,1688968800,clear sky,15.49,88,2.78,24
13,Mont Saint Michel,48.6359541,-1.511459954959514,1688979600,few clouds,20.98,62,3.84,24
14,Mont Saint Michel,48.6359541,-1.511459954959514,1688990400,few clouds,25.15,46,4.27,24
15,Mont Saint Michel,48.6359541,-1.511459954959514,1689001200,broken clouds,26.42,42,6.02,24
16,Mont Saint Michel,48.6359541,-1.511459954959514,1689012000,scattered clouds,24.26,49,5.5,24
17,Mont Saint Michel,48.6359541,-1.511459954959514,1689022800,clear sky,18.67,69,4.51,24
18,Mont Saint Michel,48.6359541,-1.511459954959514,1689033600,clear sky,15.88,92,4.05,24
19,Mont Saint Michel,48.6359541,-1.511459954959514,1689044400,clear sky,15.05,95,4.58,24
20,Mont Saint Michel,48.6359541,-1.511459954959514,1689055200,few clouds,17.81,91,5.24,24
21,Mont Saint Michel,48.6359541,-1.511459954959514,1689066000,overcast clouds,22.73,64,8.02,24
22,Mont Saint Michel,48.6359541,-1.511459954959514,1689076800,light rain,21.77,75,6.07,24
23,Mont Saint Michel,48.6359541,-1.511459954959514,1689087600,light rain,23.77,48,7.04,24
24,Mont Saint Michel,48.6359541,-1.511459954959514,1689098400,overcast clouds,19.73,62,4.6,24
25,Mont Saint Michel,48.6359541,-1.511459954959514,1689109200,overcast clouds,17.36,74,5.56,24
26,Mont Saint Michel,48.6359541,-1.511459954959514,1689120000,broken clouds,14.29,87,5.5,24
27,Mont Saint Michel,48.6359541,-1.511459954959514,1689130800,scattered clouds,13.81,92,5.21,24
28,Mont Saint Michel,48.6359541,-1.511459954959514,1689141600,scattered clouds,15.29,85,5.21,24
29,Mont Saint Michel,48.6359541,-1.511459954959514,1689152400,broken clouds,18.44,69,5.89,24
30,Mont Saint Michel,48.6359541,-1.511459954959514,1689163200,broken clouds,18.97,64,5.99,24
31,Mont Saint Michel,48.6359541,-1.511459954959514,1689174000,broken clouds,19.44,53,5.95,24
32,Mont Saint Michel,48.6359541,-1.511459954959514,1689184800,broken clouds,17.41,67,4.87,24
33,Mont Saint Michel,48.6359541,-1.511459954959514,1689195600,overcast clouds,14.13,87,3.23,24
34,Mont Saint Michel,48.6359541,-1.511459954959514,1689206400,overcast clouds,14.61,86,3.45,24
35,Mont Saint Michel,48.6359541,-1.511459954959514,1689217200,overcast clouds,12.81,92,3.4,24
36,Mont Saint Michel,48.6359541,-1.511459954959514,1689228000,overcast clouds,14.16,87,3.21,24
37,Mont Saint Michel,48.6359541,-1.511459954959514,1689238800,clear sky,18.59,62,3.59,24
38,Mont Saint Michel,48.6359541,-1.511459954959514,1689249600,scattered clouds,20.82,52,4.16,24
39,Mont Saint Michel,48.6359541,-1.511459954959514,1689260400,scattered clouds,21.05,53,4.61,24
40,St Malo,48.649518,-2.0260409,1688839200,broken clouds,20.21,78,3.24,30
41,St Malo,48.649518,-2.0260409,1688850000,overcast clouds,18.16,85,1.5,30
42,St Malo,48.649518,-2.0260409,1688860800,overcast clouds,17.07,85,1.04,30
43,St Malo,48.649518,-2.0260409,1688871600,broken clouds,16.08,87,1.11,30
44,St Malo,48.649518,-2.0260409,1688882400,broken clouds,17.02,80,1.78,30
45,St Malo,48.649518,-2.0260409,1688893200,light rain,17.18,81,3.16,30
46,St Malo,48.649518,-2.0260409,1688904000,overcast clouds,20.28,67,1.68,30
47,St Malo,48.649518,-2.0260409,1688914800,overcast clouds,21.17,61,0.89,30
48,St Malo,48.649518,-2.0260409,1688925600,overcast clouds,20.69,62,3.44,30
49,St Malo,48.649518,-2.0260409,1688936400,scattered clouds,16.27,80,2.3,30
50,St Malo,48.649518,-2.0260409,1688947200,few clouds,14.9,86,3.36,30
51,St Malo,48.649518,-2.0260409,1688958000,clear sky,14.73,89,3.56,30
52,St Malo,48.649518,-2.0260409,1688968800,few clouds,15.76,89,4.34,30
53,St Malo,48.649518,-2.0260409,1688979600,few clouds,20.23,67,4.1,30
54,St Malo,48.649518,-2.0260409,1688990400,few clouds,23.25,55,1.74,30
55,St Malo,48.649518,-2.0260409,1689001200,broken clouds,24.13,52,2.78,30
56,St Malo,48.649518,-2.0260409,1689012000,broken clouds,23.03,55,6.66,30
57,St Malo,48.649518,-2.0260409,1689022800,clear sky,18.4,75,5.28,30
58,St Malo,48.649518,-2.0260409,1689033600,clear sky,16.03,93,5.36,30
59,St Malo,48.649518,-2.0260409,1689044400,clear sky,16.92,93,6.69,30
60,St Malo,48.649518,-2.0260409,1689055200,scattered clouds,18.99,85,7.79,30
61,St Malo,48.649518,-2.0260409,1689066000,overcast clouds,21.95,66,8.85,30
62,St Malo,48.649518,-2.0260409,1689076800,light rain,19.4,88,5.78,30
63,St Malo,48.649518,-2.0260409,1689087600,overcast clouds,20.59,59,7.35,30
64,St Malo,48.649518,-2.0260409,1689098400,overcast clouds,19.48,67,5.1,30
65,St Malo,48.649518,-2.0260409,1689109200,overcast clouds,17.3,71,7.88,30
66,St Malo,48.649518,-2.0260409,1689120000,broken clouds,14.54,89,7.19,30
67,St Malo,48.649518,-2.0260409,1689130800,clear sky,14.56,88,6.61,30
68,St Malo,48.649518,-2.0260409,1689141600,clear sky,15.44,84,7.2,30
69,St Malo,48.649518,-2.0260409,1689152400,few clouds,18.29,70,6.75,30
70,St Malo,48.649518,-2.0260409,1689163200,scattered clouds,17.45,72,6.31,30
71,St Malo,48.649518,-2.0260409,1689174000,broken clouds,18.26,65,6.22,30
72,St Malo,48.649518,-2.0260409,1689184800,broken clouds,17.15,72,5.51,30
73,St Malo,48.649518,-2.0260409,1689195600,overcast clouds,15.28,85,4.33,30
74,St Malo,48.649518,-2.0260409,1689206400,overcast clouds,14.67,85,4.87,30
75,St Malo,48.649518,-2.0260409,1689217200,overcast clouds,13.58,89,4.73,30
76,St Malo,48.649518,-2.0260409,1689228000,broken clouds,14.53,86,4.84,30
77,St Malo,48.649518,-2.0260409,1689238800,clear sky,17.78,67,4.16,30
78,St Malo,48.649518,-2.0260409,1689249600,few clouds,18.67,64,3.57,30
79,St Malo,48.649518,-2.0260409,1689260400,broken clouds,18.82,64,4.3,30
80,Bayeux,49.2764624,-0.7024738,1688839200,light rain,25.08,70,0.83,6
81,Bayeux,49.2764624,-0.7024738,1688850000,broken clouds,20.95,86,2.25,6
82,Bayeux,49.2764624,-0.7024738,1688860800,broken clouds,16.64,96,2.0,6
83,Bayeux,49.2764624,-0.7024738,1688871600,overcast clouds,15.49,96,2.16,6
84,Bayeux,49.2764624,-0.7024738,1688882400,overcast clouds,16.34,91,2.16,6
85,Bayeux,49.2764624,-0.7024738,1688893200,overcast clouds,19.56,70,1.05,6
86,Bayeux,49.2764624,-0.7024738,1688904000,light rain,16.53,80,2.75,6
87,Bayeux,49.2764624,-0.7024738,1688914800,overcast clouds,21.46,57,2.17,6
88,Bayeux,49.2764624,-0.7024738,1688925600,overcast clouds,21.72,57,1.46,6
89,Bayeux,49.2764624,-0.7024738,1688936400,scattered clouds,16.51,81,2.73,6
90,Bayeux,49.2764624,-0.7024738,1688947200,scattered clouds,13.59,91,3.11,6
91,Bayeux,49.2764624,-0.7024738,1688958000,clear sky,12.21,89,2.83,6
92,Bayeux,49.2764624,-0.7024738,1688968800,clear sky,14.98,79,2.99,6
93,Bayeux,49.2764624,-0.7024738,1688979600,scattered clouds,21.18,52,3.6,6
94,Bayeux,49.2764624,-0.7024738,1688990400,scattered clouds,25.07,40,2.72,6
95,Bayeux,49.2764624,-0.7024738,1689001200,scattered clouds,25.46,43,0.98,6
96,Bayeux,49.2764624,-0.7024738,1689012000,broken clouds,25.21,43,1.85,6
97,Bayeux,49.2764624,-0.7024738,1689022800,clear sky,17.54,68,1.85,6
98,Bayeux,49.2764624,-0.7024738,1689033600,clear sky,15.7,78,4.07,6
99,Bayeux,49.2764624,-0.7024738,1689044400,clear sky,15.62,88,5.81,6
100,Bayeux,49.2764624,-0.7024738,1689055200,scattered clouds,18.15,81,6.52,6
101,Bayeux,49.2764624,-0.7024738,1689066000,overcast clouds,21.53,68,8.16,6
102,Bayeux,49.2764624,-0.7024738,1689076800,overcast clouds,21.61,67,7.85,6
103,Bayeux,49.2764624,-0.7024738,1689087600,light rain,21.18,60,7.85,6
104,Bayeux,49.2764624,-0.7024738,1689098400,overcast clouds,19.55,60,7.06,6
105,Bayeux,49.2764624,-0.7024738,1689109200,overcast clouds,15.91,76,5.9,6
106,Bayeux,49.2764624,-0.7024738,1689120000,broken clouds,14.11,91,5.99,6
107,Bayeux,49.2764624,-0.7024738,1689130800,scattered clouds,14.6,83,6.32,6
108,Bayeux,49.2764624,-0.7024738,1689141600,scattered clouds,16.14,77,6.53,6
109,Bayeux,49.2764624,-0.7024738,1689152400,scattered clouds,19.83,59,7.43,6
110,Bayeux,49.2764624,-0.7024738,1689163200,broken clouds,21.29,46,7.27,6
111,Bayeux,49.2764624,-0.7024738,1689174000,few clouds,21.75,36,7.0,6
112,Bayeux,49.2764624,-0.7024738,1689184800,scattered clouds,19.08,46,6.19,6
113,Bayeux,49.2764624,-0.7024738,1689195600,overcast clouds,12.78,91,4.16,6
114,Bayeux,49.2764624,-0.7024738,1689206400,overcast clouds,11.95,96,3.96,6
115,Bayeux,49.2764624,-0.7024738,1689217200,overcast clouds,11.57,95,3.85,6
116,Bayeux,49.2764624,-0.7024738,1689228000,overcast clouds,13.94,90,4.39,6
117,Bayeux,49.2764624,-0.7024738,1689238800,light rain,18.03,71,6.27,6
118,Bayeux,49.2764624,-0.7024738,1689249600,light rain,21.99,44,5.59,6
119,Bayeux,49.2764624,-0.7024738,1689260400,broken clouds,21.56,44,4.54,6
120,Le Havre,49.4938975,0.1079732,1688839200,light rain,22.47,81,2.05,20
121,Le Havre,49.4938975,0.1079732,1688850000,broken clouds,20.66,84,2.33,20
122,Le Havre,49.4938975,0.1079732,1688860800,overcast clouds,18.68,86,1.44,20
123,Le Havre,49.4938975,0.1079732,1688871600,overcast clouds,18.26,91,1.54,20
124,Le Havre,49.4938975,0.1079732,1688882400,light rain,18.46,91,2.58,20
125,Le Havre,49.4938975,0.1079732,1688893200,overcast clouds,19.03,81,1.45,20
126,Le Havre,49.4938975,0.1079732,1688904000,light rain,18.82,77,4.62,20
127,Le Havre,49.4938975,0.1079732,1688914800,light rain,17.11,82,2.25,20
128,Le Havre,49.4938975,0.1079732,1688925600,overcast clouds,18.68,71,0.91,20
129,Le Havre,49.4938975,0.1079732,1688936400,scattered clouds,17.95,78,3.71,20
130,Le Havre,49.4938975,0.1079732,1688947200,scattered clouds,16.86,84,3.73,20
131,Le Havre,49.4938975,0.1079732,1688958000,clear sky,16.81,84,3.45,20
132,Le Havre,49.4938975,0.1079732,1688968800,clear sky,16.64,80,3.43,20
133,Le Havre,49.4938975,0.1079732,1688979600,scattered clouds,18.75,65,2.86,20
134,Le Havre,49.4938975,0.1079732,1688990400,scattered clouds,20.42,57,1.2,20
135,Le Havre,49.4938975,0.1079732,1689001200,clear sky,21.7,57,2.49,20
136,Le Havre,49.4938975,0.1079732,1689012000,broken clouds,22.51,58,0.54,20
137,Le Havre,49.4938975,0.1079732,1689022800,scattered clouds,19.95,66,1.77,20
138,Le Havre,49.4938975,0.1079732,1689033600,few clouds,18.55,74,4.65,20
139,Le Havre,49.4938975,0.1079732,1689044400,clear sky,17.07,79,5.56,20
140,Le Havre,49.4938975,0.1079732,1689055200,clear sky,17.65,81,6.9,20
141,Le Havre,49.4938975,0.1079732,1689066000,overcast clouds,20.93,74,5.51,20
142,Le Havre,49.4938975,0.1079732,1689076800,overcast clouds,22.31,67,6.65,20
143,Le Havre,49.4938975,0.1079732,1689087600,light rain,18.45,82,7.41,20
144,Le Havre,49.4938975,0.1079732,1689098400,light rain,19.21,74,6.22,20
145,Le Havre,49.4938975,0.1079732,1689109200,overcast clouds,18.13,74,7.19,20
146,Le Havre,49.4938975,0.1079732,1689120000,broken clouds,16.59,80,8.93,20
147,Le Havre,49.4938975,0.1079732,1689130800,light rain,16.03,85,8.62,20
148,Le Havre,49.4938975,0.1079732,1689141600,broken clouds,16.58,81,8.53,20
149,Le Havre,49.4938975,0.1079732,1689152400,light rain,18.28,73,7.89,20
150,Le Havre,49.4938975,0.1079732,1689163200,few clouds,18.83,69,5.89,20
151,Le Havre,49.4938975,0.1079732,1689174000,few clouds,17.97,65,6.26,20
152,Le Havre,49.4938975,0.1079732,1689184800,scattered clouds,18.08,66,5.35,20
153,Le Havre,49.4938975,0.1079732,1689195600,broken clouds,16.8,75,6.3,20
154,Le Havre,49.4938975,0.1079732,1689206400,overcast clouds,15.8,80,6.08,20
155,Le Havre,49.4938975,0.1079732,1689217200,overcast clouds,15.64,84,5.72,20
156,Le Havre,49.4938975,0.1079732,1689228000,light rain,15.66,85,6.16,20
157,Le Havre,49.4938975,0.1079732,1689238800,light rain,16.95,81,6.28,20
158,Le Havre,49.4938975,0.1079732,1689249600,light rain,18.68,63,4.68,20
159,Le Havre,49.4938975,0.1079732,1689260400,clear sky,18.11,64,4.25,20
160,Rouen,49.4404591,1.0939658,1688839200,light rain,26.44,62,3.33,28
161,Rouen,49.4404591,1.0939658,1688850000,light rain,21.61,78,0.93,28
162,Rouen,49.4404591,1.0939658,1688860800,scattered clouds,17.67,87,1.13,28
163,Rouen,49.4404591,1.0939658,1688871600,broken clouds,16.71,89,0.42,28
164,Rouen,49.4404591,1.0939658,1688882400,broken clouds,18.79,87,1.41,28
165,Rouen,49.4404591,1.0939658,1688893200,light rain,22.19,77,1.37,28
166,Rouen,49.4404591,1.0939658,1688904000,light rain,24.69,60,2.62,28
167,Rouen,49.4404591,1.0939658,1688914800,light rain,19.61,64,5.33,28
168,Rouen,49.4404591,1.0939658,1688925600,overcast clouds,19.88,64,2.68,28
169,Rouen,49.4404591,1.0939658,1688936400,broken clouds,15.55,83,1.57,28
170,Rouen,49.4404591,1.0939658,1688947200,broken clouds,14.81,82,1.87,28
171,Rouen,49.4404591,1.0939658,1688958000,scattered clouds,13.71,91,2.0,28
172,Rouen,49.4404591,1.0939658,1688968800,few clouds,16.34,83,2.0,28
173,Rouen,49.4404591,1.0939658,1688979600,few clouds,21.97,52,2.95,28
174,Rouen,49.4404591,1.0939658,1688990400,few clouds,25.97,36,3.63,28
175,Rouen,49.4404591,1.0939658,1689001200,few clouds,27.02,34,3.07,28
176,Rouen,49.4404591,1.0939658,1689012000,scattered clouds,26.99,46,1.88,28
177,Rouen,49.4404591,1.0939658,1689022800,few clouds,19.55,63,1.93,28
178,Rouen,49.4404591,1.0939658,1689033600,few clouds,16.98,71,1.9,28
179,Rouen,49.4404591,1.0939658,1689044400,clear sky,14.46,80,2.59,28
180,Rouen,49.4404591,1.0939658,1689055200,clear sky,17.67,72,3.9,28
181,Rouen,49.4404591,1.0939658,1689066000,few clouds,24.43,54,6.1,28
182,Rouen,49.4404591,1.0939658,1689076800,scattered clouds,28.04,40,7.63,28
183,Rouen,49.4404591,1.0939658,1689087600,overcast clouds,23.59,62,7.76,28
184,Rouen,49.4404591,1.0939658,1689098400,light rain,20.26,81,4.04,28
185,Rouen,49.4404591,1.0939658,1689109200,overcast clouds,16.8,82,3.15,28
186,Rouen,49.4404591,1.0939658,1689120000,overcast clouds,14.6,86,3.86,28
187,Rouen,49.4404591,1.0939658,1689130800,scattered clouds,12.77,95,4.66,28
188,Rouen,49.4404591,1.0939658,1689141600,broken clouds,15.02,82,5.79,28
189,Rouen,49.4404591,1.0939658,1689152400,broken clouds,19.77,57,7.38,28
190,Rouen,49.4404591,1.0939658,1689163200,broken clouds,20.96,53,6.39,28
191,Rouen,49.4404591,1.0939658,1689174000,overcast clouds,20.18,56,5.59,28
192,Rouen,49.4404591,1.0939658,1689184800,broken clouds,19.4,49,5.56,28
193,Rouen,49.4404591,1.0939658,1689195600,broken clouds,12.82,82,2.4,28
194,Rouen,49.4404591,1.0939658,1689206400,overcast clouds,11.86,92,2.69,28
195,Rouen,49.4404591,1.0939658,1689217200,overcast clouds,11.51,95,2.27,28
196,Rouen,49.4404591,1.0939658,1689228000,overcast clouds,13.57,89,3.35,28
197,Rouen,49.4404591,1.0939658,1689238800,broken clouds,19.61,57,5.08,28
198,Rouen,49.4404591,1.0939658,1689249600,light rain,22.16,50,5.55,28
199,Rouen,49.4404591,1.0939658,1689260400,overcast clouds,22.14,44,5.54,28
200,Paris,48.8534951,2.3483915,1688839200,clear sky,32.18,37,4.44,27
201,Paris,48.8534951,2.3483915,1688850000,scattered clouds,25.92,65,2.91,27
202,Paris,48.8534951,2.3483915,1688860800,light rain,21.06,87,1.3,27
203,Paris,48.8534951,2.3483915,1688871600,clear sky,20.24,89,1.36,27
204,Paris,48.8534951,2.3483915,1688882400,clear sky,21.5,79,1.61,27
205,Paris,48.8534951,2.3483915,1688893200,light rain,23.13,67,2.72,27
206,Paris,48.8534951,2.3483915,1688904000,light rain,29.04,45,2.01,27
207,Paris,48.8534951,2.3483915,1688914800,light rain,26.01,59,4.07,27
208,Paris,48.8534951,2.3483915,1688925600,light rain,22.38,77,3.57,27
209,Paris,48.8534951,2.3483915,1688936400,broken clouds,19.84,76,2.42,27
210,Paris,48.8534951,2.3483915,1688947200,broken clouds,18.52,78,1.2,27
211,Paris,48.8534951,2.3483915,1688958000,overcast clouds,19.06,76,0.62,27
212,Paris,48.8534951,2.3483915,1688968800,overcast clouds,19.83,70,1.86,27
213,Paris,48.8534951,2.3483915,1688979600,scattered clouds,24.43,50,2.61,27
214,Paris,48.8534951,2.3483915,1688990400,few clouds,27.49,27,3.17,27
215,Paris,48.8534951,2.3483915,1689001200,few clouds,28.66,22,2.77,27
216,Paris,48.8534951,2.3483915,1689012000,few clouds,27.8,27,2.3,27
217,Paris,48.8534951,2.3483915,1689022800,clear sky,23.56,39,1.3,27
218,Paris,48.8534951,2.3483915,1689033600,clear sky,21.58,46,0.91,27
219,Paris,48.8534951,2.3483915,1689044400,clear sky,19.42,54,1.67,27
220,Paris,48.8534951,2.3483915,1689055200,clear sky,20.48,51,2.39,27
221,Paris,48.8534951,2.3483915,1689066000,clear sky,26.35,37,3.68,27
222,Paris,48.8534951,2.3483915,1689076800,clear sky,29.11,29,5.47,27
223,Paris,48.8534951,2.3483915,1689087600,few clouds,30.2,28,6.52,27
224,Paris,48.8534951,2.3483915,1689098400,scattered clouds,27.79,39,5.36,27
225,Paris,48.8534951,2.3483915,1689109200,scattered clouds,23.38,59,3.77,27
226,Paris,48.8534951,2.3483915,1689120000,broken clouds,20.69,57,3.66,27
227,Paris,48.8534951,2.3483915,1689130800,overcast clouds,17.97,66,4.15,27
228,Paris,48.8534951,2.3483915,1689141600,broken clouds,16.8,69,4.52,27
229,Paris,48.8534951,2.3483915,1689152400,clear sky,20.85,49,4.82,27
230,Paris,48.8534951,2.3483915,1689163200,clear sky,24.85,34,4.35,27
231,Paris,48.8534951,2.3483915,1689174000,broken clouds,26.52,30,4.35,27
232,Paris,48.8534951,2.3483915,1689184800,broken clouds,22.6,43,4.24,27
233,Paris,48.8534951,2.3483915,1689195600,overcast clouds,19.63,44,2.73,27
234,Paris,48.8534951,2.3483915,1689206400,overcast clouds,17.67,50,2.05,27
235,Paris,48.8534951,2.3483915,1689217200,overcast clouds,16.22,60,2.06,27
236,Paris,48.8534951,2.3483915,1689228000,overcast clouds,16.32,59,2.25,27
237,Paris,48.8534951,2.3483915,1689238800,overcast clouds,19.32,46,2.31,27
238,Paris,48.8534951,2.3483915,1689249600,broken clouds,24.95,28,3.18,27
239,Paris,48.8534951,2.3483915,1689260400,overcast clouds,26.17,22,3.14,27
240,Amiens,49.8941708,2.2956951,1688828400,few clouds,29.03,37,4.48,3
241,Amiens,49.8941708,2.2956951,1688839200,light rain,26.4,56,7.24,3
242,Amiens,49.8941708,2.2956951,1688850000,moderate rain,22.1,75,1.1,3
243,Amiens,49.8941708,2.2956951,1688860800,light rain,17.75,95,1.98,3
244,Amiens,49.8941708,2.2956951,1688871600,broken clouds,17.15,93,1.63,3
245,Amiens,49.8941708,2.2956951,1688882400,scattered clouds,19.24,87,1.94,3
246,Amiens,49.8941708,2.2956951,1688893200,overcast clouds,22.57,67,2.68,3
247,Amiens,49.8941708,2.2956951,1688904000,light rain,23.92,67,2.36,3
248,Amiens,49.8941708,2.2956951,1688914800,light rain,21.25,79,5.84,3
249,Amiens,49.8941708,2.2956951,1688925600,light rain,18.92,73,4.57,3
250,Amiens,49.8941708,2.2956951,1688936400,overcast clouds,17.4,73,1.89,3
251,Amiens,49.8941708,2.2956951,1688947200,broken clouds,14.96,82,0.89,3
252,Amiens,49.8941708,2.2956951,1688958000,scattered clouds,14.33,84,1.47,3
253,Amiens,49.8941708,2.2956951,1688968800,few clouds,17.14,75,2.4,3
254,Amiens,49.8941708,2.2956951,1688979600,scattered clouds,22.63,55,3.96,3
255,Amiens,49.8941708,2.2956951,1688990400,few clouds,25.24,41,3.79,3
256,Amiens,49.8941708,2.2956951,1689001200,clear sky,26.71,36,2.97,3
257,Amiens,49.8941708,2.2956951,1689012000,scattered clouds,24.2,54,3.26,3
258,Amiens,49.8941708,2.2956951,1689022800,scattered clouds,18.15,72,2.45,3
259,Amiens,49.8941708,2.2956951,1689033600,scattered clouds,16.59,70,3.0,3
260,Amiens,49.8941708,2.2956951,1689044400,clear sky,16.01,73,3.08,3
261,Amiens,49.8941708,2.2956951,1689055200,clear sky,18.1,67,3.78,3
262,Amiens,49.8941708,2.2956951,1689066000,clear sky,24.3,50,5.94,3
263,Amiens,49.8941708,2.2956951,1689076800,scattered clouds,28.14,40,6.84,3
264,Amiens,49.8941708,2.2956951,1689087600,overcast clouds,28.38,39,7.62,3
265,Amiens,49.8941708,2.2956951,1689098400,overcast clouds,21.03,67,6.19,3
266,Amiens,49.8941708,2.2956951,1689109200,overcast clouds,18.19,69,4.39,3
267,Amiens,49.8941708,2.2956951,1689120000,overcast clouds,17.12,67,5.34,3
268,Amiens,49.8941708,2.2956951,1689130800,broken clouds,14.0,86,5.84,3
269,Amiens,49.8941708,2.2956951,1689141600,broken clouds,15.77,74,7.04,3
270,Amiens,49.8941708,2.2956951,1689152400,overcast clouds,18.97,60,6.97,3
271,Amiens,49.8941708,2.2956951,1689163200,overcast clouds,21.37,51,7.0,3
272,Amiens,49.8941708,2.2956951,1689174000,overcast clouds,20.99,51,6.29,3
273,Amiens,49.8941708,2.2956951,1689184800,broken clouds,19.36,48,6.45,3
274,Amiens,49.8941708,2.2956951,1689195600,overcast clouds,12.4,75,3.28,3
275,Amiens,49.8941708,2.2956951,1689206400,overcast clouds,11.25,94,3.54,3
276,Amiens,49.8941708,2.2956951,1689217200,overcast clouds,11.31,96,3.04,3
277,Amiens,49.8941708,2.2956951,1689228000,overcast clouds,13.95,87,4.11,3
278,Amiens,49.8941708,2.2956951,1689238800,broken clouds,19.54,59,5.35,3
279,Amiens,49.8941708,2.2956951,1689249600,light rain,22.17,49,5.97,3
280,Lille,50.6365654,3.0635282,1688839200,few clouds,30.58,44,3.12,21
281,Lille,50.6365654,3.0635282,1688850000,moderate rain,24.44,75,2.49,21
282,Lille,50.6365654,3.0635282,1688860800,broken clouds,19.85,91,1.67,21
283,Lille,50.6365654,3.0635282,1688871600,light rain,18.15,94,1.14,21
284,Lille,50.6365654,3.0635282,1688882400,light rain,19.91,86,1.39,21
285,Lille,50.6365654,3.0635282,1688893200,light rain,23.97,69,2.97,21
286,Lille,50.6365654,3.0635282,1688904000,light rain,24.14,68,2.4,21
287,Lille,50.6365654,3.0635282,1688914800,light rain,21.34,81,5.12,21
288,Lille,50.6365654,3.0635282,1688925600,light rain,20.03,72,3.71,21
289,Lille,50.6365654,3.0635282,1688936400,overcast clouds,18.17,81,1.38,21
290,Lille,50.6365654,3.0635282,1688947200,broken clouds,16.57,88,1.5,21
291,Lille,50.6365654,3.0635282,1688958000,scattered clouds,14.77,80,2.34,21
292,Lille,50.6365654,3.0635282,1688968800,few clouds,17.15,69,2.43,21
293,Lille,50.6365654,3.0635282,1688979600,scattered clouds,22.12,56,3.06,21
294,Lille,50.6365654,3.0635282,1688990400,scattered clouds,25.13,42,4.32,21
295,Lille,50.6365654,3.0635282,1689001200,few clouds,25.31,38,4.35,21
296,Lille,50.6365654,3.0635282,1689012000,few clouds,23.85,47,1.73,21
297,Lille,50.6365654,3.0635282,1689022800,overcast clouds,19.1,55,2.39,21
298,Lille,50.6365654,3.0635282,1689033600,overcast clouds,17.55,66,3.36,21
299,Lille,50.6365654,3.0635282,1689044400,scattered clouds,16.65,67,3.87,21
300,Lille,50.6365654,3.0635282,1689055200,scattered clouds,18.67,66,4.07,21
301,Lille,50.6365654,3.0635282,1689066000,broken clouds,23.22,52,6.12,21
302,Lille,50.6365654,3.0635282,1689076800,broken clouds,26.61,46,6.3,21
303,Lille,50.6365654,3.0635282,1689087600,overcast clouds,26.51,48,5.15,21
304,Lille,50.6365654,3.0635282,1689098400,light rain,19.89,71,5.45,21
305,Lille,50.6365654,3.0635282,1689109200,overcast clouds,17.53,70,4.03,21
306,Lille,50.6365654,3.0635282,1689120000,overcast clouds,17.26,71,5.35,21
307,Lille,50.6365654,3.0635282,1689130800,broken clouds,14.74,83,5.92,21
308,Lille,50.6365654,3.0635282,1689141600,broken clouds,16.25,72,7.09,21
309,Lille,50.6365654,3.0635282,1689152400,broken clouds,19.42,61,7.23,21
310,Lille,50.6365654,3.0635282,1689163200,overcast clouds,20.44,55,6.6,21
311,Lille,50.6365654,3.0635282,1689174000,overcast clouds,21.66,44,7.88,21
312,Lille,50.6365654,3.0635282,1689184800,scattered clouds,19.05,45,6.54,21
313,Lille,50.6365654,3.0635282,1689195600,clear sky,14.26,76,4.56,21
314,Lille,50.6365654,3.0635282,1689206400,few clouds,12.79,88,3.66,21
315,Lille,50.6365654,3.0635282,1689217200,broken clouds,12.71,93,3.52,21
316,Lille,50.6365654,3.0635282,1689228000,overcast clouds,15.02,86,4.56,21
317,Lille,50.6365654,3.0635282,1689238800,broken clouds,19.34,54,6.05,21
318,Lille,50.6365654,3.0635282,1689249600,scattered clouds,21.93,41,6.56,21
319,Lille,50.6365654,3.0635282,1689260400,few clouds,22.16,39,6.86,21
320,Strasbourg,48.584614,7.7507127,1688828400,clear sky,31.78,33,4.57,31
321,Strasbourg,48.584614,7.7507127,1688839200,clear sky,31.25,32,3.39,31
322,Strasbourg,48.584614,7.7507127,1688850000,scattered clouds,26.6,46,1.64,31
323,Strasbourg,48.584614,7.7507127,1688860800,broken clouds,21.09,60,1.45,31
