,city,latitude,longitude,timepoint,main_weather,feels_like,humidity,wind_speed,city_id
1196,Montauban,44.0175835,1.3549991,1689228000,overcast clouds,18.96,70,1.56,25
1197,Montauban,44.0175835,1.3549991,1689238800,overcast clouds,22.54,57,3.51,25
1198,Montauban,44.0175835,1.3549991,1689249600,overcast clouds,26.26,49,3.97,25
1199,Montauban,44.0175835,1.3549991,1689260400,overcast clouds,27.52,44,4.99,25
1200,Biarritz,43.4832523,-1.5592776,1688839200,scattered clouds,25.33,72,2.98,9
1201,Biarritz,43.4832523,-1.5592776,1688850000,light rain,23.07,83,2.21,9
1202,Biarritz,43.4832523,-1.5592776,1688860800,light rain,20.66,93,2.21,9
1203,Biarritz,43.4832523,-1.5592776,1688871600,light rain,20.23,92,1.44,9
1204,Biarritz,43.4832523,-1.5592776,1688882400,broken clouds,20.54,90,1.55,9
1205,Biarritz,43.4832523,-1.5592776,1688893200,few clouds,22.16,78,2.06,9
1206,Biarritz,43.4832523,-1.5592776,1688904000,few clouds,22.77,74,2.77,9
1207,Biarritz,43.4832523,-1.5592776,1688914800,clear sky,23.02,71,4.06,9
1208,Biarritz,43.4832523,-1.5592776,1688925600,clear sky,22.41,77,3.65,9
1209,Biarritz,43.4832523,-1.5592776,1688936400,scattered clouds,20.53,90,2.72,9
1210,Biarritz,43.4832523,-1.5592776,1688947200,broken clouds,20.35,87,2.09,9
1211,Biarritz,43.4832523,-1.5592776,1688958000,broken clouds,19.03,91,1.55,9
1212,Biarritz,43.4832523,-1.5592776,1688968800,scattered clouds,18.82,89,1.7,9
1213,Biarritz,43.4832523,-1.5592776,1688979600,clear sky,22.22,72,1.39,9
1214,Biarritz,43.4832523,-1.5592776,1688990400,clear sky,23.39,71,3.48,9
1215,Biarritz,43.4832523,-1.5592776,1689001200,clear sky,23.06,73,3.68,9
1216,Biarritz,43.4832523,-1.5592776,1689012000,clear sky,23.47,74,2.59,9
1217,Biarritz,43.4832523,-1.5592776,1689022800,clear sky,20.92,84,2.24,9
1218,Biarritz,43.4832523,-1.5592776,1689033600,clear sky,20.43,87,2.15,9
1219,Biarritz,43.4832523,-1.5592776,1689044400,clear sky,19.98,87,2.39,9
1220,Biarritz,43.4832523,-1.5592776,1689055200,clear sky,20.67,84,2.37,9
1221,Biarritz,43.4832523,-1.5592776,1689066000,few clouds,22.21,75,3.5,9
1222,Biarritz,43.4832523,-1.5592776,1689076800,few clouds,22.87,72,3.72,9
1223,Biarritz,43.4832523,-1.5592776,1689087600,clear sky,22.96,73,3.31,9
1224,Biarritz,43.4832523,-1.5592776,1689098400,clear sky,22.25,79,3.13,9
1225,Biarritz,43.4832523,-1.5592776,1689109200,scattered clouds,20.62,89,2.25,9
1226,Biarritz,43.4832523,-1.5592776,1689120000,scattered clouds,20.32,91,2.35,9
1227,Biarritz,43.4832523,-1.5592776,1689130800,light rain,20.48,89,1.49,9
1228,Biarritz,43.4832523,-1.5592776,1689141600,light rain,20.71,88,1.41,9
1229,Biarritz,43.4832523,-1.5592776,1689152400,light rain,21.41,88,3.09,9
1230,Biarritz,43.4832523,-1.5592776,1689163200,light rain,22.55,79,2.8,9
1231,Biarritz,43.4832523,-1.5592776,1689174000,overcast clouds,22.16,77,3.87,9
1232,Biarritz,43.4832523,-1.5592776,1689184800,overcast clouds,21.6,77,3.05,9
1233,Biarritz,43.4832523,-1.5592776,1689195600,overcast clouds,19.68,83,1.97,9
1234,Biarritz,43.4832523,-1.5592776,1689206400,overcast clouds,19.96,80,2.39,9
1235,Biarritz,43.4832523,-1.5592776,1689217200,overcast clouds,19.15,76,1.87,9
1236,Biarritz,43.4832523,-1.5592776,1689228000,overcast clouds,18.95,72,2.08,9
1237,Biarritz,43.4832523,-1.5592776,1689238800,overcast clouds,20.23,66,1.92,9
1238,Biarritz,43.4832523,-1.5592776,1689249600,overcast clouds,22.16,62,3.14,9
1239,Biarritz,43.4832523,-1.5592776,1689260400,overcast clouds,21.39,63,4.54,9
1240,Bayonne,43.4945144,-1.4736657,1688839200,scattered clouds,25.95,71,2.62,7
1241,Bayonne,43.4945144,-1.4736657,1688850000,light rain,23.19,84,2.26,7
1242,Bayonne,43.4945144,-1.4736657,1688860800,light rain,20.52,94,2.39,7
1243,Bayonne,43.4945144,-1.4736657,1688871600,light rain,19.97,94,1.3,7
1244,Bayonne,43.4945144,-1.4736657,1688882400,broken clouds,20.45,92,1.4,7
1245,Bayonne,43.4945144,-1.4736657,1688893200,few clouds,22.62,77,2.32,7
1246,Bayonne,43.4945144,-1.4736657,1688904000,few clouds,23.3,72,3.1,7
1247,Bayonne,43.4945144,-1.4736657,1688914800,clear sky,23.5,69,4.03,7
1248,Bayonne,43.4945144,-1.4736657,1688925600,clear sky,22.75,76,3.6,7
1249,Bayonne,43.4945144,-1.4736657,1688936400,scattered clouds,20.27,91,2.49,7
1250,Bayonne,43.4945144,-1.4736657,1688947200,broken clouds,20.21,88,1.63,7
1251,Bayonne,43.4945144,-1.4736657,1688958000,broken clouds,18.48,92,1.13,7
1252,Bayonne,43.4945144,-1.4736657,1688968800,scattered clouds,18.59,89,1.39,7
1253,Bayonne,43.4945144,-1.4736657,1688979600,clear sky,22.94,70,1.27,7
1254,Bayonne,43.4945144,-1.4736657,1688990400,clear sky,24.38,69,3.39,7
1255,Bayonne,43.4945144,-1.4736657,1689001200,clear sky,23.79,72,3.91,7
1256,Bayonne,43.4945144,-1.4736657,1689012000,clear sky,24.02,73,2.41,7
1257,Bayonne,43.4945144,-1.4736657,1689022800,clear sky,20.72,85,2.3,7
1258,Bayonne,43.4945144,-1.4736657,1689033600,clear sky,20.17,89,2.16,7
1259,Bayonne,43.4945144,-1.4736657,1689044400,clear sky,19.68,89,2.3,7
1260,Bayonne,43.4945144,-1.4736657,1689055200,clear sky,20.58,85,2.21,7
1261,Bayonne,43.4945144,-1.4736657,1689066000,clear sky,22.69,73,3.57,7
1262,Bayonne,43.4945144,-1.4736657,1689076800,few clouds,23.56,70,4.04,7
1263,Bayonne,43.4945144,-1.4736657,1689087600,clear sky,23.51,71,3.62,7
1264,Bayonne,43.4945144,-1.4736657,1689098400,clear sky,22.44,78,3.31,7
1265,Bayonne,43.4945144,-1.4736657,1689109200,scattered clouds,20.33,91,2.13,7
1266,Bayonne,43.4945144,-1.4736657,1689120000,scattered clouds,20.04,93,1.93,7
1267,Bayonne,43.4945144,-1.4736657,1689130800,light rain,20.32,91,0.95,7
1268,Bayonne,43.4945144,-1.4736657,1689141600,light rain,20.67,90,0.82,7
1269,Bayonne,43.4945144,-1.4736657,1689152400,light rain,21.79,88,2.72,7
1270,Bayonne,43.4945144,-1.4736657,1689163200,light rain,22.98,77,3.06,7
1271,Bayonne,43.4945144,-1.4736657,1689174000,overcast clouds,22.52,75,3.94,7
1272,Bayonne,43.4945144,-1.4736657,1689184800,overcast clouds,21.87,76,2.92,7
1273,Bayonne,43.4945144,-1.4736657,1689195600,overcast clouds,19.32,85,1.75,7
1274,Bayonne,43.4945144,-1.4736657,1689206400,overcast clouds,19.74,80,1.93,7
1275,Bayonne,43.4945144,-1.4736657,1689217200,overcast clouds,18.86,76,1.43,7
1276,Bayonne,43.4945144,-1.4736657,1689228000,overcast clouds,18.76,73,1.72,7
1277,Bayonne,43.4945144,-1.4736657,1689238800,overcast clouds,20.46,65,1.65,7
1278,Bayonne,43.4945144,-1.4736657,1689249600,overcast clouds,22.9,60,2.85,7
1279,Bayonne,43.4945144,-1.4736657,1689260400,overcast clouds,21.98,62,4.61,7
1280,La Rochelle,46.1591126,-1.1520434,1688839200,scattered clouds,24.75,61,7.27,19
1281,La Rochelle,46.1591126,-1.1520434,1688850000,scattered clouds,21.98,72,5.27,19
1282,La Rochelle,46.1591126,-1.1520434,1688860800,scattered clouds,18.5,83,3.95,19
1283,La Rochelle,46.1591126,-1.1520434,1688871600,light rain,17.52,83,2.95,19
1284,La Rochelle,46.1591126,-1.1520434,1688882400,light rain,18.54,80,2.68,19
1285,La Rochelle,46.1591126,-1.1520434,1688893200,light rain,20.62,72,1.51,19
1286,La Rochelle,46.1591126,-1.1520434,1688904000,broken clouds,21.92,70,5.48,19
1287,La Rochelle,46.1591126,-1.1520434,1688914800,scattered clouds,21.41,69,7.3,19
1288,La Rochelle,46.1591126,-1.1520434,1688925600,scattered clouds,20.47,74,6.77,19
1289,La Rochelle,46.1591126,-1.1520434,1688936400,overcast clouds,18.74,81,4.63,19
1290,La Rochelle,46.1591126,-1.1520434,1688947200,scattered clouds,17.33,86,3.21,19
1291,La Rochelle,46.1591126,-1.1520434,1688958000,clear sky,16.37,88,3.07,19
1292,La Rochelle,46.1591126,-1.1520434,1688968800,clear sky,16.82,82,2.36,19
1293,La Rochelle,46.1591126,-1.1520434,1688979600,clear sky,20.26,62,0.75,19
1294,La Rochelle,46.1591126,-1.1520434,1688990400,clear sky,22.05,56,3.5,19
1295,La Rochelle,46.1591126,-1.1520434,1689001200,clear sky,22.32,59,4.73,19
1296,La Rochelle,46.1591126,-1.1520434,1689012000,clear sky,21.25,68,5.59,19
1297,La Rochelle,46.1591126,-1.1520434,1689022800,clear sky,19.17,73,4.46,19
1298,La Rochelle,46.1591126,-1.1520434,1689033600,clear sky,17.73,77,2.78,19
1299,La Rochelle,46.1591126,-1.1520434,1689044400,clear sky,16.94,79,1.85,19
1300,La Rochelle,46.1591126,-1.1520434,1689055200,clear sky,18.21,73,0.87,19
1301,La Rochelle,46.1591126,-1.1520434,1689066000,clear sky,21.27,73,3.5,19
1302,La Rochelle,46.1591126,-1.1520434,1689076800,clear sky,22.37,77,5.27,19
1303,La Rochelle,46.1591126,-1.1520434,1689087600,clear sky,22.3,79,6.03,19
1304,La Rochelle,46.1591126,-1.1520434,1689098400,clear sky,21.35,84,5.75,19
1305,La Rochelle,46.1591126,-1.1520434,1689109200,broken clouds,19.28,90,4.41,19
1306,La Rochelle,46.1591126,-1.1520434,1689120000,broken clouds,19.01,87,4.78,19
1307,La Rochelle,46.1591126,-1.1520434,1689130800,overcast clouds,18.07,87,4.59,19
1308,La Rochelle,46.1591126,-1.1520434,1689141600,overcast clouds,17.94,79,3.53,19
1309,La Rochelle,46.1591126,-1.1520434,1689152400,scattered clouds,19.66,66,4.39,19
1310,La Rochelle,46.1591126,-1.1520434,1689163200,broken clouds,20.02,63,5.01,19
1311,La Rochelle,46.1591126,-1.1520434,1689174000,overcast clouds,19.87,64,5.31,19
1312,La Rochelle,46.1591126,-1.1520434,1689184800,overcast clouds,19.08,71,5.6,19
1313,La Rochelle,46.1591126,-1.1520434,1689195600,overcast clouds,18.02,76,3.9,19
1314,La Rochelle,46.1591126,-1.1520434,1689206400,overcast clouds,17.65,79,3.29,19
1315,La Rochelle,46.1591126,-1.1520434,1689217200,overcast clouds,17.19,82,2.92,19
1316,La Rochelle,46.1591126,-1.1520434,1689228000,overcast clouds,17.07,79,3.68,19
1317,La Rochelle,46.1591126,-1.1520434,1689238800,overcast clouds,18.92,61,3.3,19
1318,La Rochelle,46.1591126,-1.1520434,1689249600,overcast clouds,19.89,60,5.05,19
1319,La Rochelle,46.1591126,-1.1520434,1689260400,overcast clouds,19.98,61,6.44,19
